Serial_No,Full_Name,Date_of_Birth,Age,Gender,Weight (kg),Height (cm),Contact_No,Date_of_Previous_Blood_Donation,Date_of_Next_Blood_Donation,Availability,Longitude,Latitude,Address,NIC No,Blood Group,Previous Blood Donated Campaign
Y19/D00040,Pierre Sionesini,9/14/1984,35,Male,85.9,160.25,715837482,11/28/2020,3/19/2020,Available,6.881665,80.023946,"Manungala Rajamaha Viharaya, Meegasmulla, Western Province 10200, LK",19956676224V,O+,CA/00173
Y19/D00041,Stefan Driesenga,1/21/1986,34,Male,71.31,172.51,715837482,11/12/2020,3/3/2020,Available,6.850079,79.991338,"Jaya Mawatha, Rukmalgama, Western Province 10118, LK",19862708374V,B+,CA/00179
Y19/D00042,Benjamin Vonderahe,8/19/1992,27,Male,104.03,145.01,776372733,9/3/2020,12/24/2020,Available,6.711263,79.90224,"Panadura Beach, Panadura, Western Province 12500, LK",19978420171V,A+,CA/00181
Y19/D00043,Rashad Maestri,3/31/1993,27,Male,66.44,176.61,715837482,11/2/2020,2/22/2020,Available,6.934057,80.02728,"Hanwella - Malwana Road, , Western Province Dompe, LK",19988890538V,A+,CA/00185
Y19/D00044,Josue Susmilch,9/18/2002,17,Male,108.87,140.95,710113861,1/20/2020,5/12/2020,Available,6.951802,79.903958,"Biyagama Road, Kelaniya, Western Province 11300, LK",19873658456V,A+,CA/00151
Y19/D00045,Erich Devol,6/16/2002,17,Male,83.88,161.95,710113861,6/26/2020,10/16/2020,Available,6.97493,79.907226,"Dippitigoda Road, Wevelduwa, Western Province 11300, LK",20004220161V,O+,CA/00124
Y19/D00046,Josh Grafenstein,3/19/1982,38,Male,76.28,168.34,715837482,10/25/2020,2/14/2020,Available,6.881164,80.108806,"Pahathgama-Diddeniya Road, Waga, Western Province 10500, LK",19887437574V,B-,CA/00193
Y19/D00047,Conrad Burket,9/6/1991,28,Male,79.8,165.38,715837482,3/3/2020,6/23/2020,Available,6.94493,80.004522,"Malwana Dekatana Road, Peragas Junction, Western Province 11672, LK",19823743049V,A+,CA/00131
Y19/D00048,Issac Urion,5/2/1981,38,Male,94.31,153.18,776712741,4/12/2020,8/2/2020,Available,6.927184,80.012809,"Colombo-Hanwella Low Level Road, Siyambalagas Junction, Western Province, LK",20021151970V,A+,CA/00164
Y19/D00049,Kirby Gayner,4/5/1992,28,Female,106.91,142.59,710113861,3/16/2020,7/6/2020,Available,6.995528,80.213861,"Gurugalla Bridge, Gurugalla SGP, Sabaragamuwa Province, LK",19995432072V,AB+,CA/00148
Y19/D00050,Doug Hayduk,9/18/1992,27,Female,72.89,171.19,776372733,4/11/2020,8/1/2020,Available,6.92152,80.187811,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19953210979V,A+,CA/00156
Y19/D00051,Walton Fitz,11/22/1980,39,Male,107.36,142.22,715837482,6/15/2020,10/5/2020,Available,6.835626,79.948796,"Rathmal Deniya Road, Pannipitiya, Western Province 10230, LK",20004193721V,O+,CA/00137
Y19/D00052,Warner Limberg,11/3/1979,40,Female,81.79,163.7,776712741,7/6/2020,10/26/2020,Available,6.792678,79.936092,"Gonamadittha road, Kesbewa, Western Province 10300, LK",19843991491V,AB+,CA/00183
Y19/D00053,Victor Prosienski,9/26/1980,39,Female,67.33,175.86,715837482,2/28/2020,6/20/2020,Not Available,6.875923,79.983245,"Praja Sabha Road, Hokandara North, Western Province 10118, LK",19911313736V,A+,CA/00127
Y19/D00054,Lindsey Calamarino,5/22/1985,34,Female,55.81,185.54,776712741,1/1/2020,4/23/2020,Available,6.742932,79.891657,"Egoda Uyana, Moratuwa, Western Province 10400, LK",19932502349V,B+,CA/00150
Y19/D00055,Curt Stavely,8/30/1999,20,Male,99.9,148.49,715837482,10/29/2020,2/18/2020,Available,6.959006,79.965755,"Mabima Road, Mabima East, Western Province 11640, LK",19851172621V,O+,CA/00197
Y19/D00056,Perry Vaughn,4/11/1986,34,Male,108.96,140.88,776712741,1/6/2020,4/28/2020,Available,6.781144,79.916385,"Dampe Road, Madapatha, Western Province 10400, LK",19878017808V,A+,CA/00133
Y19/D00057,Dwayne Legeyt,6/6/1992,27,Female,61.1,181.09,715837482,4/14/2020,8/4/2020,Available,6.867284,80.219449,"Iddamalgoda Road, Bandarahena, Sabaragamuwa Province, LK",19895520797V,A+,CA/00145
Y19/D00058,Mike Shiflett,4/25/1994,25,Female,77.25,167.52,710113861,3/13/2020,7/3/2020,Available,6.906815,79.96501,"New Kandy Road, Kothlawala Interchange (No entrance or exit to & from Kadawatha), Western Province 10115, LK",19876050808V,A-,CA/00170
Y19/D00059,Marco Prudhomme,9/20/1984,35,Male,98.37,149.78,776372733,6/3/2020,9/23/2020,Available,6.751954,80.082913,"Thalgahavila road, Handupelpola, Western Province 12400, LK",19893904405V,A+,CA/00158
Y19/D00060,Del Warman,3/21/1995,25,Female,104.62,144.52,776712741,10/21/2020,2/10/2020,Available,6.818725,79.8863,"Air Port Road, Belekkade Junction, Western Province 10370, LK",19904486530V,B-,CA/00195
Y19/D00061,Vernon Pata,7/12/1989,30,Male,86.12,160.07,715837482,10/29/2020,2/18/2020,Available,6.929348,80.138209,"Kadugoda Road, Mawalgama, Western Province 10730, LK",19886969968V,AB+,CA/00180
Y19/D00062,Carmelo Robasciotti,11/17/1988,31,Female,97.07,150.86,715837482,3/17/2020,7/7/2020,Available,6.806699,80.041686,"Pitipana-Thalagala Road, School Junction, Western Province 10200, LK",19885761564V,O+,CA/00169
Y19/D00063,Tod Bayot,1/6/1990,30,Male,86.2,160,776712741,6/28/2020,10/18/2020,Available,6.799433,79.888562,"Galle Road, Rawathawatta, Western Province 10400, LK",19954027489V,A+,CA/00134
Y19/D00064,Ruben Schmale,9/6/1995,24,Male,60.48,181.61,715837482,5/22/2020,9/11/2020,Available,6.778288,80.08702,"Millawa road, Gorokgoda, Western Province, LK",19763823352V,A+,CA/00168
Y19/D00065,Lyman Peleg,9/1/1998,21,Male,84.52,161.42,776372733,4/15/2020,8/5/2020,Available,6.92876,80.217178,"Avissawella - Ratnapura Road, Meennana, Sabaragamuwa Province, LK",19977632731V,AB+,CA/00143
Y19/D00066,Linwood Wojnar,9/9/1996,23,Male,61.22,180.99,776372733,5/18/2020,9/7/2020,Available,6.86329,80.163306,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19996795366V,A+,CA/00157
Y19/D00067,Cole Charney,4/9/1997,23,Female,108.9,140.93,776712741,2/22/2020,6/14/2020,Available,6.805182,79.977911,"Kirigampamunuwa Road, Asiri Uyana, Western Province 10320, LK",19864302697V,O+,CA/00161
Y19/D00068,Gavin Eischens,11/9/1989,30,Male,60.06,181.97,715837482,1/17/2020,5/9/2020,Available,6.857034,79.985513,"Athurugiriya-Kottawa Road, Rukmalgama, Western Province 10118, LK",19964495274V,AB+,CA/00153
Y19/D00069,Bobbie Merkt,7/1/1980,39,Male,72.68,171.36,776372733,6/1/2020,9/21/2020,Available,6.893418,80.173015,"Thummodara-Puwakpitiya Road, Egodagama, Western Province, LK",19958521450V,O+,CA/00171
Y19/D00070,Jarvis Svoboda,3/16/1982,38,Male,108.2,141.52,710113861,1/20/2020,5/12/2020,Available,6.72955,79.896975,"Galle Road New Deviation, , Western Province, LK",19903013617V,A+,CA/00155
Y19/D00071,Clifford Mcquaide,2/6/1977,43,Female,86.26,159.95,715837482,10/31/2020,2/20/2020,Available,6.884417,80.060254,"Artigala Road, Nawalamulla, Western Province 10200, LK",19892502696V,A+,CA/00186
Y19/D00072,Emilio Bumby,6/12/1984,35,Male,51.09,189.51,776372733,1/30/2020,5/22/2020,Available,6.945084,80.218419,"Nugewatte Road, Kotahera, Western Province, LK",19994638678V,B+,CA/00128
Y19/D00073,Guy Kellman,2/12/1997,23,Male,58.66,183.15,776372733,3/8/2020,6/28/2020,Available,6.945538,79.869682,"Layard's Broadway, Colombo, Western Province 01200, LK",20019451192V,A+,CA/00149
Y19/D00074,Stanford Upton,1/17/1985,35,Male,107.83,141.83,710113861,2/9/2020,6/1/2020,Not Available,6.908515,79.965496,"Keels Super, Kothlawala Interchange (No entrance or exit to & from Kadawatha), Western Province 10115, LK",19925245745V,AB+,CA/00140
Y19/D00075,Timothy Krome,9/10/1987,32,Male,66.7,176.39,776712741,4/10/2020,7/31/2020,Available,6.804445,80.164356,"Sirimal Road, Wewila, Western Province, LK",19818307000V,O+,CA/00130
Y19/D00076,Moshe Langanke,4/23/1988,31,Female,107.11,142.43,710113861,2/17/2020,6/9/2020,Available,6.941218,80.16192,"St Joseph's Church, Kosgama, Western Province 10730, LK",19828399616V,A+,CA/00160
Y19/D00077,Fredrick Popa,2/2/1980,40,Male,62.03,180.31,715837482,8/31/2020,12/21/2020,Available,6.894206,80.023187,"Habarakada-Ranala Road, Dadigamuwa, Western Province 10200, LK",19997456725V,A+,CA/00182
Y19/D00078,Alden Horr,8/24/2001,18,Male,59.63,182.33,776712741,7/13/2020,11/2/2020,Available,6.866353,80.158399,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19932391107V,O+,CA/00196
Y19/D00079,Modesto Culcasi,4/29/1983,36,Female,102.62,146.2,715837482,3/19/2020,7/9/2020,Available,6.945273,80.130804,"Dharmagramaya Road, Kosgama, Western Province 10730, LK",19842286813V,B+,CA/00144
Y19/D00080,Elroy Reyelts,1/13/1993,27,Male,104.2,144.88,710113861,5/12/2020,9/1/2020,Available,6.941454,80.143656,"Saffron Villa, Kosgama, Western Province 10730, LK",19997519422V,A+,CA/00129
Y19/D00081,Mariano Barras,12/14/1982,37,Male,56.44,185.01,776712741,1/8/2020,4/30/2020,Available,6.805364,80.086391,"Hendric Liyanage mawatha, Pahala Millawa North, Western Province, LK",19812563729V,A+,CA/00139
Y19/D00082,Erik Mongolo,12/1/1998,21,Male,68.15,175.17,715837482,5/28/2020,9/17/2020,Available,6.764549,80.080853,"Thalgahavila road, Handupelpola, Western Province 12400, LK",19983820974V,A+,CA/00162
Y19/D00083,Fritz Byon,1/11/1987,33,Male,74.86,169.53,776712741,7/30/2020,11/19/2020,Available,6.979411,79.933798,"Gamunu Mawatha, Kiribathgoda, Western Province 11300, LK",19861043102V,O+,CA/00178
Y19/D00084,Aron Vandermeer,9/30/1980,39,Male,109.07,140.78,776712741,5/2/2020,8/22/2020,Available,6.90346,79.947709,"Muwanhelawatte 3rd Lane, F&G Country Homes, Western Province 10115, LK",19838100857V,O+,CA/00135
Y19/D00085,Dale Diniz,5/9/2002,17,Male,72.93,171.15,710113861,4/4/2020,7/25/2020,Available,6.90555,79.927858,"New Kandy Road, 8th Mile Post Thalahena WP, Western Province 10115, LK",19786003296V,A+,CA/00136
Y19/D00086,Sung Hulme,7/26/2000,19,Male,92.98,154.3,715837482,9/8/2020,12/29/2020,Available,6.789937,80.042256,"Gonapola-Homagama Road, Thalagala South, Western Province, LK",19784070592V,O+,CA/00176
Y19/D00087,Marcel Mesch,7/28/1976,43,Female,57.65,183.99,710113861,3/14/2020,7/4/2020,Available,6.866044,80.010996,"Dharma Wijaya Asramaya, Habarakada, Western Province 10200, LK",19825440562V,AB+,CA/00126
Y19/D00088,Antione Schoenleber,10/5/1995,24,Female,109.16,140.71,715837482,3/29/2020,7/19/2020,Available,6.959091,80.206058,"Free Trade zone Road, Avissawella, Western Province, LK",19833636027V,A+,CA/00152
Y19/D00089,Ted Baird,11/14/1990,29,Male,62.77,179.69,710113861,5/4/2020,8/24/2020,Available,6.894282,80.195335,"Pagnangula Road, Hewainna, Sabaragamuwa Province, LK",19949865958V,O+,CA/00123
Y19/D00090,Otto Weigner,11/3/1996,23,Male,97.2,150.75,776372733,6/26/2020,10/16/2020,Available,6.939394,79.860491,"Old Moor Street, Colombo, Western Province 01200, LK",19948743259V,O+,CA/00124
Y19/D00091,Jonas Prez,5/8/1985,34,Female,77.32,167.46,715837482,1/18/2020,5/10/2020,Available,6.774744,80.031742,"Gonapola-Homagama Road, Thalagala South, Western Province, LK",20016766461V,B+,CA/00125
Y19/D00092,Dominic Whelpley,10/7/1977,42,Female,69.7,173.87,776372733,3/14/2020,7/4/2020,Available,6.908188,80.15169,"Kadugoda Road, Mawalgama, Western Province 10730, LK",19839967237V,A+,CA/00126
Y19/D00093,Ernie Stever,11/14/1982,37,Male,70.88,172.88,710113861,2/28/2020,6/20/2020,Available,6.898663,80.132881,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19936754885V,B+,CA/00127
Y19/D00094,Ollie Carmel,10/4/2000,19,Female,72.1,171.85,776712741,1/30/2020,5/22/2020,Available,6.728866,79.897539,"Galle Road New Deviation, , Western Province, LK",19818488688V,O+,CA/00128
Y19/D00095,Francesco Yurick,2/20/1976,44,Male,72.98,171.11,776372733,5/12/2020,9/1/2020,Available,6.749399,79.889303,"Galle Road New Deviation, Moratuwa, Western Province 10400, LK",20007173402V,B+,CA/00129
Y19/D00096,Esteban Vonseggern,1/19/1976,44,Male,62.2,180.17,776712741,4/10/2020,7/31/2020,Available,6.894743,79.856487,"Mattarama Buddhist Temple, Colombo, Western Province 00400, LK",20008135240V,B+,CA/00130
Y19/D00097,Theo Aveline,9/15/2002,17,Male,61.67,180.61,710113861,3/3/2020,6/23/2020,Available,6.798648,80.052072,"Dampe Road, Dampe, Western Province, LK",19859991384V,A+,CA/00131
Y19/D00098,Malcolm Hoyne,1/27/1995,25,Male,76.18,168.42,776372733,2/20/2020,6/12/2020,Available,6.91216,79.957931,"Welsiri Uyana, Halbarawa Gardens, Western Province 10115, LK",19891812080V,B+,CA/00132
Y19/D00099,Chas Connon,6/27/1988,31,Female,107.16,142.39,715837482,1/6/2020,4/28/2020,Available,6.877458,80.062809,"Artigala Road, Nawalamulla, Western Province 10200, LK",19999119080V,B+,CA/00133
Y19/D00100,Brad Turk,6/2/1990,29,Female,104.57,144.57,776712741,6/28/2020,10/18/2020,Available,6.736715,79.940248,"Bekkegama Road, Panadura, Western Province 12500, LK",19776210206V,O+,CA/00134
Y19/D00101,Zachary Magro,6/12/1995,24,Female,60.61,181.51,710113861,5/2/2020,8/22/2020,Available,6.780526,79.979989,"Southern Expressway, Kahathuduwa Interchange, Western Province 10320, LK",19851893507V,A+,CA/00135
Y19/D00102,Mauricio Angeron,2/3/1986,34,Male,66.51,176.55,710113861,4/4/2020,7/25/2020,Available,6.919116,79.912448,"Kariyawasam Place, Sri Jayawardenapura Kotte, Western Province 10100, LK",19812013372V,O+,CA/00136
Y19/D00103,Donny Novosel,11/2/1979,40,Female,74.18,170.1,715837482,6/15/2020,10/5/2020,Available,6.935293,79.981768,"Unknown, Kaduwela, Western Province 10150, LK",19836804289V,B+,CA/00137
Y19/D00104,Josiah Gohlke,1/9/1978,42,Male,89.83,156.95,776372733,3/2/2020,6/22/2020,Available,6.903259,79.884671,"Lake Drive, Colombo, Western Province 00800, LK",19804908235V,A+,CA/00138
Y19/D00105,Rich Englund,10/12/1992,27,Male,76.62,168.05,776712741,1/8/2020,4/30/2020,Available,6.991094,80.100525,"Pugoda - Mandawala Road, Pugoda, Western Province, LK",19978515434V,B+,CA/00139
Y19/D00106,Garret Worland,6/8/1999,20,Female,109.44,140.47,715837482,2/9/2020,6/1/2020,Available,6.721713,79.923172,"Cyril Janz Road, Panadura, Western Province 12500, LK",19906290596V,O-,CA/00140
Y19/D00107,Roman Tates,9/17/1994,25,Male,100.47,148.01,710113861,4/3/2020,7/24/2020,Available,6.79273,80.066905,"Madulawa road, , Western Province 10500, LK",19802228023V,AB+,CA/00141
Y19/D00108,Kermit Dibello,2/14/1978,42,Male,51.4,189.25,776712741,5/2/2020,8/22/2020,Available,6.916568,79.983387,"Outer Circular Expressway E02, Kahanthota, Western Province 10150, LK",19981299708V,A+,CA/00142
Y19/D00109,Bertram Kopet,10/16/2001,18,Female,89.79,156.99,776372733,4/15/2020,8/5/2020,Available,6.933496,80.135295,"Kadugoda Road, Mawalgama, Western Province 10730, LK",19764421244V,A+,CA/00143
Y19/D00110,Wayne Malboeuf,10/2/1988,31,Female,82.53,163.09,776712741,3/19/2020,7/9/2020,Available,6.874542,79.91363,"1st lane, Sri Jayawardenapura Kotte, Western Province 10250, LK",19995664370V,O+,CA/00144
Y19/D00111,Lonny Deritis,4/1/1987,33,Male,76.41,168.22,715837482,4/14/2020,8/4/2020,Available,6.798964,79.941075,"Kesbewa-Kosgashandiya Road, Maviththara, Western Province 10320, LK",19753391521V,A+,CA/00145
Y19/D00112,Jacob Hegland,8/23/1996,23,Female,102.9,145.97,710113861,1/13/2020,5/5/2020,Available,6.984446,80.015838,"Delgoda-Pugoda Rd, Delgoda WP, Western Province 11672, LK",20018631626V,O+,CA/00146
Y19/D00113,Marlin Andrion,5/29/1975,44,Male,70.01,173.6,715837482,4/15/2020,8/5/2020,Available,6.786581,79.95852,"Shramadana mawatha, Polgasowita, Western Province 10320, LK",19994039021V,A+,CA/00147
Y19/D00114,Lamont Tuccio,5/17/2002,17,Male,61.5,180.76,776712741,3/16/2020,7/6/2020,Available,6.901342,80.049537,"Panagoda-Ambulgama Road, Jalthara, Western Province 10200, LK",19918702305V,B+,CA/00148
Y19/D00115,Kendall Schmoyer,3/23/1986,34,Male,69.53,174.01,710113861,3/8/2020,6/28/2020,Available,6.830251,79.996369,"Kulasiri Kumarage Mawatha, Hospital Junction, Western Province 10320, LK",19754990783V,O+,CA/00149
Y19/D00116,Myles Leuenberger,11/6/1985,34,Male,87.12,159.23,715837482,1/1/2020,4/23/2020,Available,6.986857,79.895582,"Kuda Edanda Road, Wattala, Western Province 11104, LK",19893387981V,B+,CA/00150
Y19/D00117,Alejandro Vollstedt,6/8/1988,31,Female,80.38,164.89,715837482,1/20/2020,5/12/2020,Available,6.87582,80.147224,"Kaluaggala-Labugama-Kalatuwawa Road, Waga, Western Province, LK",19985550399V,B+,CA/00151
Y19/D00118,Oswaldo Haag,11/6/1980,39,Male,82.67,162.97,776372733,3/29/2020,7/19/2020,Available,6.750524,79.976247,"Weedagama - Gonapola road, Halpitiya, Western Province, LK",19823268980V,O+,CA/00152
Y19/D00119,Lanny Pedregon,8/19/1979,40,Female,98.97,149.27,710113861,1/17/2020,5/9/2020,Available,6.775625,80.074824,"Thalgahavila road, Udwua North, Western Province, LK",19809571043V,A+,CA/00153
Y19/D00120,Dillon Keks,3/1/1992,28,Female,105.59,143.7,710113861,2/9/2020,6/1/2020,Available,6.975334,79.948951,"Kiribathgoda-Makola-Sapugaskanda Road, Keselpandura Junction, Western Province 11640, LK",19818452551V,A+,CA/00154
Y19/D00121,Glenn Decelles,7/17/1988,31,Male,70.96,172.8,776712741,1/20/2020,5/12/2020,Available,6.921136,79.999379,"Yakala Welihinda Road, Korathota, Western Province 10150, LK",19948554603V,O+,CA/00155
Y19/D00122,Morgan Osmer,10/7/1977,42,Male,64.03,178.63,776712741,4/11/2020,8/1/2020,Available,6.841271,79.897242,"Jogging Track, Boralesgamuwa, Western Province 10280, LK",19997981776V,A+,CA/00156
Y19/D00123,Luke Stangle,11/2/2001,18,Male,94.42,153.09,715837482,5/18/2020,9/7/2020,Available,6.828152,79.919488,"Neelammahara Temple, Werahera, Western Province 10300, LK",20029811972V,B+,CA/00157
Y19/D00124,Francisco Wodicka,9/22/1993,26,Male,99.6,148.74,776712741,6/3/2020,9/23/2020,Available,6.773194,80.093113,"Millawa road, Gorokgoda, Western Province, LK",19862321801V,B+,CA/00158
Y19/D00125,Dustin Fritch,1/15/1983,37,Male,72.78,171.28,715837482,1/27/2020,5/19/2020,Available,6.819438,79.912104,"Weerasinghe Mawatha, Bokundara, Western Province 10300, LK",20017057522V,B+,CA/00159
Y19/D00126,Solomon Dones,7/13/1987,32,Female,50.91,189.66,776372733,2/17/2020,6/9/2020,Available,6.861831,80.101962,"Dekaduwala Road, Meepe, Western Province 10500, LK",19857079444V,AB+,CA/00160
Y19/D00127,Michel Blanck,8/22/1983,36,Male,53,187.9,776372733,2/22/2020,6/14/2020,Not Available,6.966282,80.169436,"Eswatte Ranwala Road, Puwakpitiya, Western Province 10730, LK",19905218189V,A+,CA/00161
Y19/D00128,Brant Biler,4/5/2001,19,Male,79.57,165.57,710113861,5/28/2020,9/17/2020,Available,6.909084,79.939333,"Dutugemunu Mawatha, 8th Mile Post Thalahena WP, Western Province 10115, LK",19796449291V,AB+,CA/00162
Y19/D00129,Darrel Gish,5/19/1978,41,Female,54.26,186.84,776712741,4/22/2020,8/12/2020,Available,6.811172,79.868897,"Sea Beach Road, Belekkade Junction, Western Province 10400, LK",19809449122V,A+,CA/00163
Y19/D00130,Columbus Stitely,1/22/1985,35,Female,93.02,154.27,710113861,4/12/2020,8/2/2020,Available,6.84209,80.101721,"Godagama-Padukka Road, Padukka WP, Western Province 10500, LK",19988993368V,B+,CA/00164
Y19/D00131,Frank Osmanski,11/27/2002,17,Female,97.12,150.82,776712741,6/10/2020,9/30/2020,Not Available,6.747753,79.901033,"Galle Road, Panadura, Western Province 12500, LK",19914828202V,O+,CA/00165
Y19/D00132,Jerrell Lothridge,8/26/1990,29,Male,59.96,182.05,710113861,4/17/2020,8/7/2020,Available,6.872382,80.127198,"Uggalla-Pinnawala Road, Waga, Western Province 10500, LK",19907259470V,B+,CA/00166
Y19/D00133,Harry Glockner,1/30/1981,39,Male,87.29,159.09,776712741,4/7/2020,7/28/2020,Available,6.816592,80.009386,"Temple Road, Diyagama, Western Province 10320, LK",19948492972V,O+,CA/00167
Y19/D00134,Evan Pastorino,8/9/1994,25,Female,54.61,186.54,776712741,5/22/2020,9/11/2020,Available,6.95465,80.171448,"Eswatte Ranwala Road, Puwakpitiya, Western Province 10730, LK",19942487770V,B+,CA/00168
Y19/D00135,Jamaal Kenfield,6/8/1975,44,Male,78.53,166.44,776712741,3/17/2020,7/7/2020,Available,6.907055,80.036656,"Nelum Place, Jalthara, Western Province 10200, LK",19751419379V,A+,CA/00169
Y19/D00136,Alfredo Kinney,3/18/1978,42,Male,76.77,167.93,776712741,3/13/2020,7/3/2020,Available,6.963547,79.862825,"De la Salle Church, Colombo, Western Province 01200, LK",20001937457V,B+,CA/00170
Y19/D00137,Graig Leja,10/6/1997,22,Female,102.88,145.98,710113861,6/1/2020,9/21/2020,Available,6.725234,79.932483,"Cyril Janz Road, Panadura, Western Province 12500, LK",19892692685V,B+,CA/00171
Y19/D00138,Lonnie Gawrych,2/15/1987,33,Male,82.58,163.04,776712741,5/16/2020,9/5/2020,Available,6.782457,79.899395,"Sudarmarathnarama Mawatha, Rawathawatta, Western Province 10400, LK",19897602422V,A+,CA/00172
Y19/D00139,Kevin Entzi,3/30/1983,37,Female,104.98,144.22,710113861,11/28/2020,3/19/2020,Available,6.849449,80.117725,"Meepe-Ingiriya Road, Padukka WP, Western Province 10500, LK",20006952926V,A+,CA/00173
Y19/D00140,Rocky Roches,10/30/1979,40,Female,91.08,155.9,715837482,12/19/2020,4/9/2020,Available,6.733532,80.006048,"Kubuka - Galanigama road, Raigama, Western Province 12404, LK",19924889744V,B+,CA/00174
Y19/D00141,Alfonzo Lek,8/10/1997,22,Male,68.84,174.59,776712741,7/18/2020,11/7/2020,Available,6.826425,79.863674,"St. Rita's Road, Mount Lavinia, Western Province 10370, LK",20009277685V,O+,CA/00175
Y19/D00142,Reuben Mikovec,9/21/2000,19,Female,107.24,142.32,776712741,9/8/2020,12/29/2020,Available,6.925289,80.12249,"Boralugoda-Mawalagama Road, Mawalgama, Western Province 10730, LK",19912956042V,B+,CA/00176
Y19/D00143,Gil Layland,4/4/1994,26,Male,52.7,188.15,776372733,8/31/2020,12/21/2020,Available,6.836323,80.161395,"Ihala Bope-Labugama Road, Labugama, Western Province, LK",19998549676V,O-,CA/00177
Y19/D00144,Rudy Tolbent,5/20/1997,22,Male,84.1,161.76,715837482,7/30/2020,11/19/2020,Available,6.760846,80.063515,"Jayasena Jayakody mawatha, Udwua North, Western Province 12400, LK",19964229904V,A+,CA/00178
Y19/D00145,Jackie Senters,12/12/1998,21,Male,55.29,185.97,710113861,11/12/2020,3/3/2020,Available,6.803741,79.90444,"Spring of Life, Suwarapola, Western Province 10300, LK",20015359231V,O+,CA/00179
Y19/D00146,Adan Dollins,1/23/1987,33,Female,79.39,165.73,776372733,10/29/2020,2/18/2020,Available,6.76656,80.094876,"Millawa road, Gorokgoda, Western Province, LK",19975272379V,A+,CA/00180
Y19/D00147,Noah Baumgarter,9/14/1990,29,Female,66.25,176.77,715837482,9/3/2020,12/24/2020,Available,6.826599,79.983611,"Sri Somarathana Mawatha, Brahmanagama, Western Province 10320, LK",19794198987V,B+,CA/00181
Y19/D00148,Lenny Tummons,7/29/1992,27,Female,76.49,168.16,776372733,8/31/2020,12/21/2020,Available,6.944203,79.992631,"Malwana Dekatana Road, Peragas Junction, Western Province 11672, LK",20002202254V,B+,CA/00182
Y19/D00149,Otha Falvey,2/14/1998,22,Male,74.57,169.77,776372733,7/6/2020,10/26/2020,Available,6.762715,80.08119,"Thalgahavila road, Handupelpola, Western Province 12400, LK",19966576335V,A+,CA/00183
Y19/D00150,Dwight Barkley,7/30/1980,39,Male,78.48,166.49,776712741,12/23/2020,4/13/2020,Available,6.851842,80.099342,"Wavulkele Watte Road, Meepe, Western Province 10500, LK",19822906996V,B+,CA/00184
Y19/D00151,Winford Deras,11/23/1978,41,Male,107.03,142.5,776712741,11/2/2020,2/22/2020,Available,6.774507,80.092287,"Millawa road, Gorokgoda, Western Province, LK",19828448566V,O-,CA/00185
Y19/D00152,Omar Hollimon,7/15/1988,31,Male,66.79,176.31,776712741,10/31/2020,2/20/2020,Available,6.939529,79.874469,"Keththarama Temple Road, Colombo, Western Province 00009, LK",19969349250V,AB+,CA/00186
Y19/D00153,Weston Hessenthaler,5/4/1985,34,Male,102.81,146.04,715837482,12/4/2020,3/25/2020,Available,6.876464,79.987818,"Jayanthi Road, Athurugiriya, Western Province 10118, LK",19887687483V,O+,CA/00187
Y19/D00154,Percy Muhlbauer,6/30/1983,36,Male,80.62,164.69,715837482,9/15/2020,1/5/2020,Available,6.724256,79.911248,"Samagi Mawatha, Panadura, Western Province 12500, LK",19987433890V,B+,CA/00188
Y19/D00155,Loren Wildeboer,11/12/1978,41,Male,92.29,154.88,776712741,7/8/2020,10/28/2020,Available,6.954571,80.17166,"Eswatte Ranwala Road, Puwakpitiya, Western Province 10730, LK",19768252996V,O+,CA/00189
Y19/D00156,Gregorio Agney,2/1/2001,19,Male,107.36,142.22,776372733,8/21/2020,12/11/2020,Available,6.784437,79.972153,"Old Road, Kahathuduwa Interchange, Western Province 10320, LK",19752356620V,A+,CA/00190
Y19/D00157,Jeremiah Dominique,6/18/2002,17,Female,71.17,172.63,776372733,10/21/2020,2/10/2020,Available,6.802463,80.042466,"Pitipana-Thalagala Road, School Junction, Western Province 10200, LK",19773466127V,O+,CA/00191
Y19/D00158,Maynard Lindblom,1/18/1986,34,Female,108.77,141.04,710113861,11/2/2020,2/22/2020,Available,6.908209,80.091727,"High Level Road, Hanwella, Western Province, LK",19834436873V,A+,CA/00192
Y19/D00159,Nathaniel Chaleun,3/12/1997,23,Male,102.91,145.96,710113861,10/25/2020,2/14/2020,Available,6.865526,80.141965,"Uggalla-Pinnawala Road, Waga, Western Province 10500, LK",19861726651V,A+,CA/00193
Y19/D00160,Daryl Luening,4/25/1995,24,Female,102.26,146.51,715837482,9/6/2020,12/27/2020,Available,6.79498,79.8736,"Sea Beach Road, Rawathawatta, Western Province 10400, LK",19757794395V,O+,CA/00194
Y19/D00161,Delbert Vicente,9/19/1984,35,Male,78.27,166.66,715837482,10/21/2020,2/10/2020,Available,6.955202,80.109927,"Boalugoda - Akaravita Road, Akarawita, Western Province 10730, LK",20002495994V,O+,CA/00195
